company_id,company_name,sector,market_cap,country
C0121,"Sanchez, King and Brown",Telecom,3270978358,UK
C0122,"Kirk, Gonzales and Richards",Energy,4988273079,USA
C0123,Harris PLC,Telecom,324951134,India
C0124,"Cox, Thomas and Melendez",Banking,-1,USA
C0125,Hernandez-Gordon,Energy,5346659034,UK
C0126,"Wyatt, Cooke and Ellison",Banking,6276916843,India
C0127,Rocha-Vaughn,Banking,5633731554,UAE
C0128,"Bass, Harvey and Mora",Energy,-1,USA
C0129,Martin Inc,Banking,7983239393,India
C0130,Allen-Lam,Banking,6104403519,UK
C0131,West-Black,Tech,9151021600,UK
C0132,Parker and Sons,Telecom,7882426411,USA
C0133,Patterson-Mason,Banking,6843371451,India
C0134,Smith-Figueroa,Banking,3372726453,UAE
C0135,Johnson Inc,Energy,9003198493,UAE
C0136,Dalton-Shepherd,Tech,2945906585,USA
C0137,Miller-Williams,Telecom,8267384204,UAE
C0138,"Dawson, Shelton and Griffith",Telecom,4700233025,India
C0139,Perez PLC,Energy,9021646220,UK
C0140,Nelson and Sons,Banking,8749911506,UK
C0141,"Clay, Rodriguez and Salas",Tech,705794999,UAE
C0142,"Haynes, Barajas and Reeves",Energy,1726864391,USA
C0143,Patterson-Johnson,Telecom,7091802676,UAE
C0144,"Collins, Torres and Walsh",Tech,2153767933,UAE
C0145,Ferguson-Bryant,Banking,9901894026,USA
C0146,Hayes-Kim,Banking,3968482043,UAE
C0147,Miller Group,Tech,20607756,UAE
C0148,Johnson LLC,Energy,3164907058,USA
C0149,Johnson LLC,Tech,4616064577,USA
C0150,Nicholson Inc,Tech,9320044965,UAE
C0151,"Carr, Cox and Rodriguez",Energy,2260973804,UAE
C0152,Lee-Cook,Telecom,9340858520,UK
C0153,Berg-Thompson,Energy,5142911540,UK
C0154,Flynn-Clark,Telecom,2282553740,UK
C0155,Byrd PLC,Tech,4370487083,UK
C0156,"Griffith, Bennett and Wilson",Tech,7912122033,UK
C0157,Mclean Inc,Telecom,209847956,USA
C0158,Gibson-Lee,Banking,3874387376,USA
C0159,Shah and Sons,Telecom,9503411409,USA
C0160,Medina-Poole,Banking,2705349392,UK
C0161,"Santiago, Brown and Rojas",Banking,4880967791,UK
C0162,"Norton, Morales and Flores",Telecom,3540981043,USA
C0163,"Velazquez, Wood and Miller",Banking,4432275843,India
C0164,Fleming-Reynolds,Energy,3710138655,India
C0165,Adams PLC,Banking,8738819444,USA
C0166,Jones and Sons,Banking,7404457725,USA
C0167,Lee-Adkins,Energy,2167591313,India
C0168,Lee LLC,Banking,2980572449,India
C0169,"Lowery, Castro and Watkins",Banking,1301437091,UK
C0170,"Hansen, Harper and Cabrera",Tech,1476652519,USA
C0171,"Davis, Payne and Cook",Banking,4194274399,UAE
C0172,"Welch, Richardson and Campbell",Energy,2239948176,UAE
C0173,White Group,Telecom,3445929548,UK
C0174,Diaz LLC,Banking,6825816100,UK
C0175,"Sanchez, Jones and Merritt",Banking,2532409727,India
C0176,"Valdez, Franklin and Munoz",Tech,9052515739,USA
C0177,"Ward, Hernandez and Lopez",Banking,5480772149,USA
C0178,Wilson-Johnson,Energy,4821096434,UAE
C0179,Perez-Mullins,Banking,7678949129,India
C0180,"Henry, Barnes and Stanley",Telecom,276795404,India
C0181,Acevedo-Jones,Tech,9861585748,UK
C0182,"Taylor, Jones and Hines",Energy,4979695992,India
C0183,Alexander-Ray,Tech,8421439970,UK
C0184,Valencia PLC,Energy,3193423434,India
C0185,Buchanan-Calhoun,Tech,3286783724,UK
C0186,Powers-Butler,Energy,6342406033,USA
C0187,"Lewis, Wilson and Reyes",Banking,8134472930,UK
C0188,"Ross, Davis and Escobar",Energy,7436399732,UK
C0189,"Banks, Smith and Rivas",Telecom,8331831205,USA
C0190,Curtis and Sons,Banking,6638186170,India
C0191,"Chavez, Griffith and Johnson",Telecom,-1,UAE
C0192,"Estes, Smith and Kelly",Banking,6234332310,UAE
C0193,Brown Inc,Telecom,8207983391,USA
C0194,Gonzales PLC,Banking,7344095396,USA
C0195,"Dickerson, Mason and Smith",Banking,1225323450,USA
C0196,Brown Group,Tech,4386009866,UK
C0197,Pollard Ltd,Energy,9596061188,UAE
C0198,Frank-Keith,Tech,4577274915,UAE
C0199,"Carlson, Wilson and Simpson",Banking,8631151313,UAE
C0200,Mcfarland PLC,Telecom,3823341836,UAE
C0201,Smith-Thomas,Banking,6532445787,UK
C0202,Mckay-Rogers,Energy,7363141929,India
C0203,"Jacobson, Franklin and Moody",Energy,8851940401,UAE
C0204,"Jordan, Hawkins and Lopez",Energy,4723128421,India
C0205,Morris-Murphy,Energy,6833118152,India
C0206,Watts and Sons,Telecom,5018138149,UAE
C0207,Reid-Davies,Tech,9521537567,India
C0208,Anderson-Booker,Banking,9052813244,UK
C0209,Haney and Sons,Tech,5106048072,India
C0210,Pitts-Miranda,Banking,9365238764,UK
C0211,"Watts, Davis and Griffith",Telecom,6276598514,UAE
C0212,Fischer-Carlson,Banking,5112924167,UAE
C0213,Carter Inc,Banking,1685830606,USA
C0214,Woods Ltd,Banking,881591414,USA
C0215,"Bass, Wood and Anthony",Tech,6983008001,UAE
C0216,Poole-Reid,Banking,6619354564,UAE
C0217,Boyd-Thomas,Tech,1038094968,USA
C0218,Walton-Anderson,Telecom,-1,UK
C0219,Parks-Cantu,Energy,6676318539,USA
C0220,Garcia-Duran,Banking,9393999300,India
C0221,Franklin LLC,Banking,7605060082,UAE
C0222,Griffin LLC,Telecom,7159220188,USA
C0223,"Chung, Graves and Reynolds",Energy,3718140403,UAE
C0224,Krause Ltd,Banking,3858522850,India
C0225,"Ayala, Holmes and Daniel",Energy,3154077461,UAE
C0226,Haney PLC,Tech,6695560237,USA
C0227,Barrera Group,Telecom,2831133880,India
C0228,"Turner, Knight and Roberson",Banking,2498540589,UK
C0229,"Smith, Evans and Rice",Energy,3531939702,UAE
C0230,"Hudson, Juarez and Maynard",Banking,6425487117,UK
C0231,"Matthews, Myers and Woods",Tech,8355467247,UAE
C0232,Peterson-Acosta,Tech,-1,USA
C0233,Gray Inc,Energy,3869179173,UK
C0234,Jones-Bautista,Banking,9088694638,UK
C0235,Callahan and Sons,Energy,8516510547,India
C0236,"Brown, Robinson and Cruz",Telecom,4379968739,India
C0237,Williams-Crawford,Energy,197544779,UK
C0238,Wheeler-Lane,Banking,9852591442,India
C0239,Mccoy and Sons,Telecom,5920916546,USA
C0240,"Pena, Harrington and Williams",Tech,7821768398,USA
C0241,Jenkins-Kelly,Energy,134215831,UAE
C0242,"Brown, Bowen and Carroll",Energy,2194202299,UAE
C0243,Hahn-Jenkins,Tech,3550895990,USA
C0244,Jackson-Fisher,Tech,148864058,USA
C0245,Miller-Tate,Energy,3467514621,UAE
C0246,Wallace-Valdez,Tech,4502161801,UAE
C0247,Sullivan and Sons,Telecom,6755122222,UAE
C0248,Garcia-Myers,Energy,7213513276,USA
C0249,"Scott, Brown and Booth",Telecom,1927311985,India
C0250,"Johnson, Parks and Pace",Banking,3466993278,UAE
C0251,Higgins-Fisher,Telecom,-1,India
C0252,"Davis, Ferguson and Hunter",Telecom,6799076664,UK
C0253,Edwards-Levine,Tech,9103941988,India
C0254,"Wilson, Mckenzie and Ward",Banking,473853368,USA
C0255,"Moore, Stanley and Carr",Telecom,2202449577,USA
C0256,Blake and Sons,Tech,1970467684,USA
C0257,Carpenter-Greene,Tech,6056256649,USA
C0258,Simpson-Norris,Telecom,8526093497,India
C0259,"Moore, Scott and Lopez",Banking,4388260845,USA
C0260,Washington Inc,Telecom,333307223,India
C0261,Taylor LLC,Energy,2959852934,UAE
C0262,Smith-Williamson,Energy,6618854641,UK
C0263,Perez Group,Banking,2301410603,UAE
C0264,Parker and Sons,Energy,4082641048,UK
C0265,"Vega, Pitts and Ward",Energy,5469353545,UK
C0266,Conway-Rodriguez,Energy,264828354,India
C0267,Walker-Waters,Energy,4124281330,USA
C0268,Reyes Inc,Telecom,1944646751,UAE
C0269,Walters-Alvarez,Energy,7857770739,UAE
C0270,Wright-Walker,Tech,5642213098,USA
C0271,Ford-Gregory,Tech,2180921377,UAE
C0272,"Moses, Higgins and Gray",Tech,694725663,USA
C0273,Rogers and Sons,Telecom,9466563154,UAE
C0274,Morris-Casey,Energy,8109879846,UK
C0275,Bennett Group,Telecom,15351288,USA
C0276,Walker Ltd,Tech,8437204997,UK
C0277,"Harris, Holmes and Baxter",Telecom,2784865082,UK
C0278,"Gutierrez, Abbott and Brewer",Energy,6207480277,USA
C0279,Robinson-Davis,Tech,6593565358,UAE
C0280,Miller PLC,Telecom,188386604,UK
C0281,Hall-Martinez,Banking,8686591327,UAE
C0282,Mcclure Ltd,Tech,5417249862,UK
C0283,Peterson Group,Banking,3944530375,India
C0284,Smith-Fisher,Telecom,9047142203,UK
C0285,Graves Ltd,Telecom,1442410233,UK
C0286,Bush Group,Telecom,9093182316,USA
C0287,Herrera Inc,Telecom,6572794354,UAE
C0288,Jimenez Inc,Telecom,8094361668,India
C0289,"Rivera, Carlson and Murray",Telecom,1075532263,India
C0290,Sullivan-Robertson,Tech,2488999997,USA
C0291,Clark-Douglas,Tech,7841668118,India
C0292,Bell-Mclean,Telecom,5127346643,India
C0293,Harris-Kennedy,Energy,6078422277,USA
C0294,Johnson Inc,Tech,3537523176,UK
C0295,Bell LLC,Energy,6210437593,India
C0296,"Carey, Morales and Martinez",Banking,5676811285,UAE
C0297,"Johnson, King and Robinson",Tech,9111516478,UK
C0298,Bowen-Smith,Banking,2668715615,UK
C0299,Brown LLC,Telecom,206519209,UK
C0300,Stewart-Pineda,Telecom,6155777742,UK
C0301,Navarro and Sons,Tech,3326566128,UAE
C0302,Soto Ltd,Banking,2763147652,UK
C0303,Smith LLC,Energy,-1,UAE
C0304,Willis and Sons,Telecom,6908686572,UK
C0305,"Vega, Howell and Vasquez",Telecom,-1,UAE
C0306,"Edwards, Bell and Martin",Telecom,6363108656,India
C0307,Tucker PLC,Telecom,806435386,India
C0308,Ramirez-Schultz,Energy,1940389472,India
C0309,Luna-Alexander,Energy,9756124902,UAE
C0310,Morse LLC,Energy,2043764459,UAE
C0311,Richardson-Saunders,Telecom,4478412303,USA
C0312,Joyce-Ellis,Tech,4694411726,UAE
C0313,Cook and Sons,Banking,2088538309,UAE
C0314,Howell-Joseph,Energy,5462856322,UK
C0315,Humphrey-Ferguson,Tech,6798065290,UK
C0316,Walter-Myers,Tech,5464580269,USA
C0317,Munoz Group,Banking,1333635400,India
C0318,Booth LLC,Energy,8494793715,USA
C0319,Bell-Moreno,Tech,214241427,UAE
C0320,Christensen Inc,Tech,4674733199,USA
C0321,Wilson-Cameron,Banking,2409017966,India
C0322,"Miller, Perry and Navarro",Tech,9644229183,UAE
C0323,"Smith, Wright and Page",Telecom,1375050406,UK
C0324,Mcdonald PLC,Tech,2481489826,UAE
C0325,Rodriguez and Sons,Energy,4516059702,India
C0326,"Howard, Singleton and Chaney",Banking,-1,UK
C0327,"Mason, Maldonado and Tyler",Energy,9860284448,USA
C0328,Smith Inc,Banking,2242529293,UK
C0329,Anderson Inc,Energy,6019759301,USA
C0330,Daugherty LLC,Banking,1816274245,UAE
C0331,"Mitchell, Jones and Jones",Tech,5435430331,UK
C0332,"Williams, Bailey and Powers",Banking,7263962195,UK
C0333,Strickland-Guerrero,Telecom,3649997667,UAE
C0334,Jackson-Thomas,Tech,8893709082,India
C0335,"Walker, Doyle and Anderson",Banking,2410527646,UK
C0336,Sanchez-Howell,Telecom,4574601155,UK
C0337,Delacruz-Wright,Energy,4493615715,India
C0338,Barker-Gonzalez,Telecom,9817887837,India
C0339,Lee Inc,Banking,3244996076,UAE
C0340,Pennington-Greene,Energy,4185349581,India
C0341,Gonzales-Flores,Banking,34766395,UAE
C0342,Moody-Williams,Energy,1556505237,India
C0343,"Willis, Johnson and Parsons",Tech,5694258105,USA
C0344,"Carter, Jones and Carlson",Energy,403092272,UAE
C0345,Abbott Ltd,Telecom,103648326,India
C0346,"Woods, Meyers and Roberts",Tech,3979968571,UK
C0347,Sanders-Gonzalez,Tech,2553086320,UK
C0348,"Henson, Moss and Caldwell",Tech,9122562444,USA
C0349,"Hall, Johnston and Miles",Telecom,195475361,UAE
C0350,Joseph-Ramirez,Energy,4911831900,UK
C0351,Cole and Sons,Energy,911410356,UK
C0352,"Rose, Ferrell and Alexander",Telecom,1652190410,UK
C0353,Shields-Larsen,Energy,5915243427,UK
C0354,Curtis Group,Energy,4920970378,UAE
C0355,Cox-Smith,Tech,3685247486,UK
C0356,"Bailey, Evans and Young",Telecom,2057689858,UK
C0357,Arroyo-Garcia,Tech,5237803179,UK
C0358,"Robles, Ramos and Powell",Tech,7013636497,USA
C0359,"Sanchez, Jackson and Burns",Tech,775057257,UK
C0360,Gomez-Daugherty,Telecom,5714669260,USA
C0361,"Black, Logan and Doyle",Telecom,8302361162,UK
C0362,Bryant PLC,Energy,7224203255,USA
C0363,"Hobbs, Lucas and White",Telecom,941453067,USA
C0364,Ray-Miller,Banking,4911680669,UK
C0365,Lucas-Bass,Energy,3650109824,UAE
C0366,Johnson and Sons,Tech,-1,India
C0367,Moreno Group,Tech,9180913302,UK
C0368,Bautista PLC,Tech,-1,UAE
C0369,"Blackwell, Cook and Walker",Energy,9347727486,UK
C0370,"Wilson, Arias and Barnes",Telecom,6197369891,India
C0371,Cole-Martinez,Banking,5797198589,India
C0372,Alvarez-Johnson,Energy,5516223775,India
C0373,Schneider-Hopkins,Tech,7070442827,UK
C0374,Smith and Sons,Telecom,4926586439,UK
C0375,Reeves-Singh,Tech,3403193107,UK
C0376,Reid Group,Energy,2290167186,UK
C0377,Davis Inc,Telecom,-1,India
C0378,Lucas Ltd,Telecom,3720558078,UAE
C0379,"Wallace, Norton and Martinez",Energy,397731432,UK
C0380,Carr-Taylor,Banking,5968382782,UK
C0381,Arias LLC,Banking,8236215313,India
C0382,Neal Inc,Energy,8324754958,UAE
C0383,"Hill, Morris and Washington",Telecom,8206080512,UAE
C0384,"Brown, Ramirez and Gross",Banking,5817840946,USA
C0385,Crosby-Collins,Telecom,4698007568,USA
C0386,Bowen-Cox,Tech,3901972296,UK
C0387,"Turner, Garcia and Fischer",Tech,5868160566,UK
C0388,Rodriguez PLC,Energy,1447399510,USA
C0389,Wilson-Stewart,Tech,6662679677,USA
C0390,"Hardy, Simpson and White",Banking,9633626836,India
C0391,Williams-Graham,Banking,5296755383,UK
C0392,"Gonzalez, Campbell and Floyd",Tech,2814644029,UK
C0393,Kirk-Thompson,Banking,8344594133,UK
C0394,Moss-Clarke,Tech,3651767723,UAE
C0395,Ramos LLC,Banking,7056067505,UAE
C0396,"Baker, Mcclure and Clark",Tech,2065217469,UAE
C0397,"Leon, Clark and Smith",Energy,-1,UK
C0398,"Stafford, Haas and Peterson",Telecom,4067537853,UK
C0399,"Gill, Brooks and Peterson",Energy,4130890755,USA
C0400,Garcia-Williams,Banking,9143731390,India
