symbol,trade_date,open_price,high_price,low_price,close_price,volume
STK025,2024-08-08,185.89,199.87558159101465,185.45120804280867,178.3,871357
STK026,2023-10-09,13.97,29.53623231540156,-5.5020563365584945,14.99,955851
STK039,2024-05-23,418.09,433.6048195920676,413.4876321805917,451.78,841886
STK023,2023-08-13,321.94,335.4952891724672,307.5214324665858,329.72,692201
STK009,2024-10-05,57.61,58.39845147921635,41.83779031979692,59.08,35985
STK038,2024-01-09,368.86,374.76220903258314,353.9103827012326,338.62,185171
STK013,2023-05-16,395.39,402.7071506123025,385.3541047547032,425.16,286765
STK011,2023-09-21,457.88,477.22768152333623,451.9771710165502,498.56,913677
STK022,2023-04-28,239.48,254.5630298612267,234.96770608601858,219.14,710176
STK026,2024-07-24,189.23,189.50837310201803,178.4985538346188,200.23,477877
STK024,2024-11-19,377.02,384.6405099854495,364.24901464398323,359.09,390518
STK007,2024-11-22,124.57,142.25469690429705,113.34185235500242,112.74,960715
STK040,2023-08-15,327.35,336.6353507264536,313.32845669058116,336.21,681776
STK027,2023-04-30,78.49,84.5772916871201,68.63750762043588,85.5,102913
STK016,2024-07-04,76.48,89.88972437700343,61.61719756953657,75.77,992925
STK035,2024-03-05,297.8,315.5082756779916,284.70156205013075,311.3,875190
STK032,2024-09-22,209.98,210.63432573710094,202.56940082531128,228.94,465920
STK029,2023-08-30,429.17,442.88360530962575,418.2806827703571,394.78,677149
STK023,2023-03-04,205.09,207.5331943817453,188.12933623072638,192.37,477805
STK006,2024-11-09,113.93,133.35186624129972,112.91842978674255,117.11,350709
STK016,2023-05-09,395.62,412.21635674434265,384.5358442307774,372.29,615867
STK014,2023-08-27,170.99,189.00062071263517,170.93328897039967,158.94,901104
STK010,2023-05-14,274.71,276.9085269577887,257.38104222986397,291.11,139205
STK001,2024-01-02,397.09,403.5654292392404,393.60507597187643,376.28,55944
STK009,2024-03-07,267.78,277.304919308465,252.21965921371591,280.94,539169
STK038,2023-04-22,231.48,243.78213672568873,216.9351400567253,218.59,953895
STK034,2023-11-05,234.44,235.6565081498901,224.86036178003275,256.2,422126
STK028,2023-04-21,250.23,251.699814315329,248.61419045178414,270.73,638846
STK010,2023-03-09,71.83,83.53729377096242,57.58694407147386,73.62,400407
STK039,2024-06-27,154.5,163.10398651647247,138.63807813796709,154.67,120971
STK036,2023-08-09,220.73,229.00627142353827,204.1816155043991,237.86,419098
STK027,2023-04-08,163.15,168.24779592965558,144.07814964761752,157.03,721184
STK031,2023-03-10,54.7,63.33753037103481,39.80822061616242,50.16,391748
STK009,2024-07-23,39.39,50.62366763139456,25.989734705354085,42.99,431764
STK023,2024-11-12,471.15,489.46687341944283,470.12107840055245,463.89,302601
STK039,2023-11-16,182.31,186.56477611344013,169.17527394023696,185.15,236137
STK007,2023-12-25,424.23,439.482112638737,412.7479999133708,412.99,847432
STK028,2024-07-28,487.53,499.8014656107093,474.67601672340334,518.58,28529
STK039,2024-11-04,416.44,420.0483214392171,402.3860245426879,397.07,324993
STK022,2023-12-26,12.99,24.316421895227528,4.974313120009688,13.95,149766
STK002,2023-04-04,375.59,383.98664987529,368.7720803646133,354.19,389028
STK020,2023-11-29,390.65,392.3491407995436,389.59782347148956,395.93,166056
STK040,2023-02-20,340.24,353.4787738561652,330.5267659021801,324.73,464516
STK027,2023-10-07,115.63,122.53345710961723,113.41220455598139,115.92,712163
STK038,2024-05-13,268.2,272.61036871005047,248.5110868335776,257.92,58443
STK001,2023-07-29,157.7,160.44469610514653,152.5896099195708,148.59,345061
STK008,2023-01-08,253.72,256.30371403518427,243.06835304265152,250.2,242288
STK033,2024-07-26,418.34,419.7815099318431,401.1047127595482,443.96,45357
STK028,2023-01-20,235.28,241.54121261354672,226.69431427398328,215.42,425068
STK027,2023-10-24,66.43,72.92536358891029,50.403556913790965,60.06,649151
STK030,2024-01-06,53.18,58.046329496454675,41.40257423394176,56.84,550414
STK006,2024-02-10,436.56,440.991441177885,420.9776426279347,458.02,81089
STK033,2024-10-10,65.87,83.98845463160102,58.8824946905524,66.0,763712
STK010,2023-08-30,60.37,63.83998044884189,57.3126042198814,57.42,797028
STK005,2023-07-01,476.13,485.40906137026036,464.855290334243,488.31,608616
STK029,2024-11-28,462.84,475.5459663812118,450.3495644111621,468.81,907228
STK021,2023-06-04,225.48,238.10770240050857,209.55340641697143,224.08,621148
STK004,2023-12-27,258.6,267.63827727401366,257.462198983321,248.79,873097
STK019,2023-03-20,325.89,327.69593008026607,314.0084036274153,357.0,404159
STK030,2024-08-17,281.62,299.5375353111361,272.6253259269819,298.06,850153
STK037,2024-10-29,102.24,112.26734603745655,83.08555282266829,104.39,473407
STK007,2023-12-18,491.37,504.2925418228744,490.58715747598654,450.52,742995
STK029,2024-03-25,266.79,274.0679591937143,248.4312642176608,272.65,407235
STK027,2023-12-13,342.66,355.2777314888396,335.96701305480127,311.98,346705
STK007,2024-07-25,342.41,356.88467310004927,329.27871827179047,327.63,951369
STK039,2023-06-03,173.35,176.17856761168636,166.3535842492831,176.22,688923
STK026,2023-05-13,301.57,307.76163774831923,294.036413878874,327.99,831117
STK022,2023-05-11,338.36,353.1354934425897,324.65171119444847,360.62,552963
STK006,2024-10-23,338.52,338.88461075583064,332.3426785987224,339.09,998373
STK014,2023-12-16,474.36,478.8908609306778,471.60869293645845,473.06,81913
,2023-04-14,258.77,273.54288006002935,248.23936740908806,260.83,695083
STK022,2024-09-24,74.21,77.454944241769,57.58309886621748,72.38,809554
STK040,2023-06-19,363.38,370.6659882826154,348.988286524187,330.22,466776
STK040,2023-10-19,378.67,383.3500588867085,373.88663005508965,400.16,848903
,2023-07-18,190.24,209.92879587063155,181.00640043118023,207.25,296459
STK025,2024-05-29,268.46,284.7978247916248,252.43481551696902,293.49,146121
STK017,2023-02-23,324.18,335.27081490848866,322.1282053650318,348.44,887982
STK034,2023-05-08,149.68,155.13582599182715,131.57387582043518,157.56,155506
STK028,2023-04-04,473.74,482.7625598044142,466.74829843722705,447.4,28965
STK027,2023-02-24,204.26,211.9833223608919,202.62789125577916,199.11,236445
STK002,2023-11-23,466.1,479.0992136858837,450.2723872503565,497.72,145283
STK003,2023-10-21,459.52,476.1422097186435,444.3431769046878,456.99,492897
STK029,2024-09-22,12.57,17.688478568740894,-4.12926198564762,11.51,576462
STK039,2024-06-24,217.39,222.14280453281867,214.95303309682762,229.4,251021
STK027,2024-10-16,399.01,401.2271579058003,380.90706228676004,395.59,626726
STK035,2023-01-17,319.66,334.0308865558471,313.83456024449487,324.46,2640
STK040,2023-12-28,127.88,141.1674260348402,126.16772090025476,125.75,379120
STK005,2024-06-22,276.6,286.7524517765868,276.1933138742367,292.44,916754
STK031,2023-02-14,321.48,326.5530052213843,321.1551553778211,352.41,827823
STK005,2023-12-20,128.15,130.2232773499938,116.51193356883721,132.18,794435
STK022,2023-05-17,31.72,47.99017731112176,28.21821745896583,32.01,817990
STK030,2024-05-05,319.55,320.8120107406445,304.0261920059316,339.46,480911
STK003,2023-10-28,108.78,126.49580771236211,102.4680835990055,115.11,326138
STK033,2024-02-12,494.67,499.73627530405236,479.6041816236227,498.93,201386
STK019,2024-01-01,432.45,445.5646273511536,426.9856678777225,393.34,839171
STK024,2024-03-23,445.85,463.7427498991011,438.1171046347862,467.55,196892
STK032,2024-05-24,190.0,195.33441391604364,188.34776986731868,201.3,446120
STK006,2024-03-16,305.2,316.1094879468927,298.7757714357081,324.88,84958
STK021,2024-11-07,154.86,169.21325822623314,151.52710455868174,153.18,466471
STK023,2024-04-02,30.75,37.801186206169646,10.786988044539019,33.03,288892
STK004,2023-03-18,338.88,349.14172038929104,323.8820403147622,332.52,168758
STK002,2023-05-27,425.85,434.61345649880155,423.32539951395495,441.02,248459
STK024,2024-01-06,197.6,209.7018965770957,184.0187588617321,200.26,995913
STK024,2024-01-16,227.53,230.28390215657055,220.19100102692335,208.28,330657
STK018,2023-09-13,480.65,484.370960989452,470.29509451583215,435.08,958918
STK036,2023-05-01,138.27,147.19546224811234,118.3426977569048,131.64,300449
,2023-07-24,70.09,79.13085370490795,52.116419384275396,75.04,467732
STK006,2024-11-29,484.11,497.4667958097794,469.91919026360824,531.22,577713
STK035,2023-10-25,446.75,460.98618208014426,428.20351086553643,478.14,669676
STK012,2024-01-06,259.29,263.30960742355376,256.5124625592327,239.65,829766
STK032,2023-01-27,186.84,196.1881167858335,167.17976084714428,189.54,137074
STK040,2023-03-30,42.22,56.558671970199,32.64669780169492,41.36,431749
,2024-08-11,46.14,58.986771787727626,37.14051008674008,50.5,714145
STK034,2023-12-19,72.88,83.90606887218266,61.124280191963436,77.68,806077
STK009,2024-03-19,256.4,273.0278161293508,246.03795734151964,275.28,319897
STK011,2023-06-15,168.1,175.02046164683745,149.2819189013693,175.14,939397
STK019,2023-03-22,132.8,143.8168283096628,130.29659409746196,136.39,318534
STK040,2024-06-30,55.78,67.6161689063321,44.16706997719493,57.35,180516
STK040,2024-09-11,175.43,176.2538860704357,158.15437616759934,190.3,86168
STK003,2024-10-18,387.8,392.0161675940393,376.35725595107874,369.55,649133
STK002,2024-05-24,445.61,458.44814578602467,439.56811774090755,449.67,257773
STK026,2023-11-01,232.24,235.40160894030416,223.9275650757177,241.0,488002
STK014,2023-12-15,307.26,321.62725770224876,292.57600490390905,295.74,903590
STK023,2024-02-13,74.08,85.31302431496738,67.69768227193686,72.16,490131
STK008,2023-10-01,230.3,231.31210583600583,211.39230214593564,213.76,907141
STK040,2024-03-04,131.65,134.84399324260323,125.10128358397611,141.27,606748
,2023-07-14,383.93,394.2244967846297,373.95480583204693,383.8,324528
STK032,2023-01-24,54.12,63.264612843794616,49.3054271866166,52.96,612680
STK023,2023-02-19,34.76,52.40678952736402,21.674799262207657,34.72,494446
STK019,2024-07-03,14.01,16.688698879846292,8.720542004181734,12.91,384545
,2024-01-10,32.17,43.40633730331888,24.919524481114312,29.28,303620
STK005,2024-01-31,257.09,262.6844135524796,237.30818598758552,270.69,714449
STK040,2023-05-02,73.05,80.51396672649639,53.31424671127121,67.16,585929
STK024,2023-05-28,107.54,117.54155807141288,106.6339329506585,107.74,144693
STK022,2024-04-30,264.47,282.33263384156015,261.6743802845529,245.9,977610
STK040,2023-11-23,89.63,104.41638721147208,83.64531314943363,98.42,353713
STK033,2024-06-05,270.85,276.8458112947483,254.53502333512353,282.16,387251
STK022,2024-11-20,63.71,69.86355667423528,45.73465791622934,62.65,915462
,2024-09-03,242.55,258.20807982862846,227.02675949655855,265.21,606693
STK015,2023-02-22,295.93,308.51050482290725,283.53528388997825,276.43,883027
STK025,2023-06-01,412.61,424.06140542808254,398.599581777171,391.34,201051
STK002,2024-03-27,163.71,177.52000521837053,155.50245181354592,152.3,813617
STK040,2024-04-27,437.68,438.9256257202886,434.9183502842958,458.32,218413
STK036,2023-11-29,499.08,506.6164955237139,479.94629015606904,496.92,482992
STK035,2023-12-17,277.67,295.0230880690999,264.0550822086172,287.44,843690
STK017,2024-09-16,247.25,252.83012791843512,241.28001677619412,269.87,988219
STK020,2023-10-23,355.4,365.18006159023054,345.8039315359587,368.92,588713
STK018,2023-10-22,69.72,77.31388370748765,50.116789253572755,72.18,859130
STK023,2023-05-30,152.32,166.6028257499679,145.39272971808765,145.85,464864
STK017,2024-05-05,114.85,120.27265443995951,103.6096396064503,122.38,285815
STK009,2023-04-22,311.68,316.52916076820577,298.2833207021379,317.09,557837
STK015,2024-10-15,124.09,130.69587246974677,114.64192185930239,114.17,715281
STK009,2023-01-06,482.61,485.7688215242188,469.55214404597405,528.74,924425
STK031,2024-05-03,328.76,334.5049007512879,323.05169317396013,345.59,63036
STK006,2024-10-29,291.33,305.79235356484844,272.59661240498747,293.38,958590
STK012,2024-03-03,442.3,460.6926962370187,422.3565639382298,413.62,417278
STK032,2023-07-10,468.94,487.46079395792884,451.40513664164155,512.28,10717
STK020,2024-08-04,305.36,312.06084227391506,296.2730184368641,331.53,673464
STK035,2024-06-20,252.02,269.04119477155996,242.6595846198742,274.13,203177
STK008,2023-12-05,89.62,94.76529760459039,85.89601861743866,88.88,773399
STK022,2023-10-30,288.21,291.7198982767693,271.08706991453084,303.04,941617
STK026,2024-03-13,262.49,275.8751170681991,258.7943759790532,240.79,148442
STK031,2023-11-28,468.55,476.22148781352064,459.61528956387093,422.34,280963
STK022,2023-11-06,295.41,300.6410630163079,288.2189581887769,299.72,248781
STK004,2024-11-14,67.93,76.03833225936795,57.879590575232214,65.31,939599
STK020,2023-05-01,322.97,330.32087806204345,318.5530152006256,351.43,141057
STK031,2023-06-06,232.94,240.41249683973874,218.9011854628869,255.71,958136
STK031,2024-07-04,402.98,418.2171923994222,389.3731616016121,429.22,625756
STK006,2024-06-22,228.91,230.4720544429488,217.6266255545305,238.24,65758
STK036,2024-06-01,109.06,112.35074313165511,91.97027985210099,109.86,464303
STK008,2024-11-27,110.65,112.46883288903376,100.44249291934332,112.49,848975
STK004,2024-04-09,74.65,85.92822370197428,63.474056020024676,73.39,706448
STK020,2023-01-23,204.01,218.9260896566363,192.44377469881928,216.92,48489
STK028,2023-12-19,353.19,354.3951126263414,335.305631093231,356.1,980134
STK031,2023-02-02,150.67,153.37857732978875,137.83949999655286,141.03,765715
STK027,2024-01-19,496.5,513.8924057062142,478.36465376950855,484.83,394892
STK006,2024-11-30,482.43,485.08979612671345,465.2242683774576,518.57,125395
STK012,2024-07-04,202.6,222.1744875405267,185.90356776662568,187.5,793911
STK002,2023-11-02,236.87,245.35256059466803,229.28447063932413,247.25,241820
STK016,2024-04-16,179.62,198.36820722270133,165.11952108182163,171.56,119326
STK003,2024-11-07,215.43,233.1051324369075,215.11708407272903,226.89,217092
STK005,2023-04-14,301.03,314.47047273744437,283.58575164427214,297.81,257622
STK003,2024-02-16,225.09,240.1777141749457,209.56872757070602,226.88,147942
STK033,2023-10-24,124.74,136.26220671160573,113.19050370724236,135.13,811065
STK021,2023-08-31,157.86,171.06424847621489,153.43914519107938,146.6,316098
STK018,2023-03-04,282.79,297.4942421864834,279.28733623474943,287.97,712721
STK028,2024-07-23,252.85,271.68172819663823,239.42314950508555,276.73,824975
STK034,2023-11-23,351.19,357.18776988870803,347.512420425055,344.75,565058
STK031,2023-09-04,426.18,440.3315359497594,410.06447680130225,409.2,960175
STK004,2024-07-29,212.21,222.80983628006172,204.4416190238508,208.67,268382
STK014,2023-12-05,326.89,343.8326677183922,325.04072006946274,354.49,760782
STK013,2023-02-22,141.55,153.60844089978153,124.07759083020922,146.47,198303
STK038,2024-11-18,283.84,301.2294770304907,277.18071378362356,282.67,954149
STK001,2023-08-05,469.21,471.55632398886667,449.21855985964373,512.57,503184
STK016,2024-09-10,354.85,359.63661917926066,348.417699823452,347.51,297809
STK025,2024-04-22,271.49,276.7212325477071,261.2336691995245,263.85,522433
STK030,2023-04-11,403.38,418.6125793861942,396.97533430422385,421.32,213994
STK024,2023-11-17,212.83,217.2554819663245,209.91154573794904,215.49,274441
STK036,2024-08-21,293.78,296.82822820368284,287.1826942804428,288.94,399290
STK037,2023-09-09,254.66,268.3569322469181,249.51346484730234,262.53,862501
STK032,2024-10-19,372.4,387.0554447405004,365.3564766333601,369.48,147757
STK035,2024-05-15,100.18,119.98647081759714,81.03526212174714,107.98,550395
STK003,2023-03-18,473.14,488.4267768714404,464.8921555516881,489.06,884472
STK015,2023-03-11,356.51,366.6246583938613,349.0459861462638,321.51,648847
STK040,2024-05-09,333.05,343.6942497002547,324.82322983565166,300.79,18538
STK034,2023-10-09,272.51,282.5543206449087,258.55281847565874,260.88,452488
STK012,2023-04-20,459.84,464.6593766462701,447.44438315176126,462.08,265679
STK023,2023-10-01,399.52,418.70595588297056,390.3400450889763,365.88,256021
STK015,2023-11-04,345.18,358.2547143911831,328.0156168195763,369.2,797483
STK003,2023-04-06,208.59,218.11010200263783,195.85503848888723,203.47,737986
STK011,2023-03-26,254.93,270.61752621580223,243.6128674409793,251.56,900636
STK007,2024-06-24,460.38,478.4054591804917,446.5342457509705,435.5,595316
STK031,2023-10-05,32.82,51.33169620161846,14.833766982699828,30.03,591882
STK003,2023-07-03,465.1,484.32938379752017,453.3592779183102,447.84,789795
STK026,2023-03-20,156.65,167.98391839782158,139.66115149421148,158.65,710922
STK035,2023-12-06,198.08,213.889961704683,184.2937891763205,207.58,83237
STK033,2023-12-21,36.31,53.0834931522635,29.498145070497884,35.85,807360
STK040,2024-09-01,204.38,204.97251317890328,198.91345942742404,215.56,473436
STK032,2023-08-22,184.35,192.98695892479088,170.7561028382368,200.61,693764
STK025,2023-03-29,388.36,393.28899562613793,386.88986632555157,372.47,281989
